Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
179493,2 BHK Ready to Occupy Flat for sale in Citizen Heights Magob,"This ready to move-in 2 BHK flat is available for sale at the premium Magob in Surat. Located in the Citizen Heights township, the flat enjoys access to the prime spots in the city. This flat all equipped with required facilities, is up for resale. This ready to move flat in Magob comes at an affordable price of INR 55 Lac. The spacious apartment is unfurnished. Some neighbouring landmarks are la citadel, zest restaurant, vrudam hospital.",55 Lac ,4074.0,surat,,Ready to Move,5 out of 7,Resale,Unfurnished,North - West,"Garden/Park, Main Road",Citizen Heights,2,3,,Freehold,1350 sqft,,
144696,1 BHK Ready to Occupy Flat for sale in Swapna Nagari Chakan,"This ready to move-in 1 BHK flat is available for sale at the premium Chakan in Pune. Enjoying a prime location, this property is housed in the Swapna Nagari society. Invest your valuable money in this flat that is for resale. This ready to move flat in Chakan comes at an affordable price of INR 25 Lac. The apartment is unfurnished.",25 Lac ,3968.0,pune,,Ready to Move,1 out of 6,Resale,Unfurnished,,,Swapna Nagari,1,1,,,630 sqft,,
69079,"2 BHK Ready to Occupy Flat for sale in Laxmi Apartments Sector 99A, Delhi Gurgaon Expressway",2 BHK flat available for sale in Gurgaon in the prime location of Sector 99A. This flat is situated in the Laxmi Apartments township and is equipped with premium facilities. This is one of the best properties available for sale. This ready to move flat in Sector 99A can be taken at a very economical pricing of INR 30 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.,30 Lac ,5425.0,gurgaon,600 sqft,Ready to Move,12 out of 12,New Property,Unfurnished,East,Garden/Park,Laxmi Apartments,1,2,,Co-operative Society,,,
119334,2 BHK Ready to Occupy Flat for sale Uttam Nagar West,"This gorgeous 2 BHK Flat is available for sale in Uttam Nagar West, New Delhi. This apartment for resale is a great choice. The ready to move flat in the prime area of Uttam Nagar West is available at a reasonable price of INR 22 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",22 Lac ,4889.0,new-delhi,50 sqyrd,Ready to Move,1 out of 2,Resale,Unfurnished,North,Main Road,,1,1,,Freehold,,,
8883,2 BHK Ready to Occupy Flat for sale in Shilalekh Apartments Shahibag,"Up for immediate sale is a 2 BHK apartment in Shahibaug, Ahmedabad. Don't miss this bargain flat for sale. Strategically situated in the Shilalekh Apartments site, it is placed at a prime location. Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat in Shahibaug comes at an affordable price of INR 52.3 Lac. This premium unfurnished flat spells quality and comfort at a competitive price.",52.3 Lac ,5811.0,ahmedabad,900 sqft,Ready to Move,1 out of 4,Resale,Unfurnished,,Main Road,Shilalekh Apartments,2,2,,Freehold,,,
3620,2 BHK Ready to Occupy Flat for sale Vastral,"This lovely 2 BHK Flat in Vastral, Ahmedabad is up for sale. Your search ends here, because this flat for resale is among the best bargains in town. Located in Vastral, this ready to move apartment is sold at a fair selling price of INR 29.5 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. The prime landmarks near this property are madhav school.",29.5 Lac ,2802.0,ahmedabad,,Ready to Move,4 out of 5,Resale,Semi-Furnished,,Garden/Park,,2,2,,Freehold,1053 sqft,,
133057,3 BHK Ready to Occupy Flat for sale in Rama Apartment Dwarka Sector 11,"Creatively planned and constructed is a 3 BHK flat for sale in Dwarka Sector 11, New Delhi. It enjoys an excellent location within the Rama Apartment. Your search ends here, because this flat for resale is among the best bargains in town. The ready to move flat in Dwarka Sector 11 is all ready for sale at a low-priced budget of INR 1.78 Cr. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities.",1.78 Cr ,12714.0,new-delhi,1300 sqft,Ready to Move,6 out of 7,Resale,Semi-Furnished,,Main Road,Rama Apartment,2,3,"1 Covered,",Freehold,,,
37294,3 BHK Ready to Occupy Flat for sale in Bhartiya City Nikoo Homes Phase 2 Thanisandra Main Road,"Thanisandra Main Road, Bangalore has an appealing 3 BHK flat for sale with various amenities. Ideally situated in the Bhartiya City Nikoo Homes Phase 2 township it enjoys a prime location. This flat is an attractive property for resale. This ready to move property in Thanisandra Main Road is readily available within an affordable cost of INR 3.10 Cr. The possession date of the flat stands at Jul '22. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level.",3.10 Cr ,13108.0,bangalore,1415 sqft,Ready to Move,32 out of 32,Resale,Semi-Furnished,East,,,3,3,,,,,
53031, Studio Apartment for sale Gurgaon,This flat is an attractive property for sale. This ready to move flat in comes at an affordable price of INR 45 Lac. It is a semi-furnished apartment.,Call for Price,,gurgaon,700 sqft,Ready to Move,2 out of 23,New Property,Semi-Furnished,,,,2,1,,,,,
92881,2 BHK Ready to Occupy Flat for sale Dum Dum,this is a road side property,27 Lac ,3176.0,kolkata,780 sqft,Ready to Move,2 out of 4,Resale,Unfurnished,North - East,Main Road,,2,1,,Freehold,,,
105254,2 BHK Ready to Occupy Flat for sale Action Area I,"2 BHK, Builder Floor Apartment is available for Sale in Action Area I, Kolkata for 68.0 Lac(s)",68 Lac ,6182.0,kolkata,890 sqft,Ready to Move,2 out of 4,Resale,Unfurnished,North - East,,,2,1,,Freehold,,,
179885,3 BHK Ready to Occupy Flat for sale Adajan,"This lovely 3 BHK Flat in Adajan, Surat is up for sale. This flat all equipped with required facilities, is up for resale. This ready to move flat in Adajan can be availed at a reasonable price of INR 65 Lac. The spacious apartment is unfurnished. Some nearby landmarks are this property is very close to l p savani circle in adajan.",65 Lac ,3768.0,surat,,Ready to Move,3 out of 10,Resale,Unfurnished,East,"Garden/Park, Main Road",,3,2,1 Covered,Freehold,1725 sqft,,
18260,2 BHK Ready to Occupy Flat for sale Phase 2 Electronic City,,80 Lac ,6015.0,bangalore,,Ready to Move,2 out of 10,Resale,Semi-Furnished,,,,2,,,,1330 sqft,,
111438,4 BHK Ready to Occupy Flat for sale in Kshitij Dum Dum,"At Kshitij, you can compete on the court, relax with your friends and family in the community areas or read your favourite book under the gentle shade of a tree. It is all about creating a property that is geographically centered around your life and your dayto day needs. You will be spoilt for choice after all, you deserve to be at the very centre of attention. Co Promoted",1.36 Cr ,6904.0,kolkata,1349 sqft,Ready to Move,,Resale,Unfurnished,South,"Garden/Park, Main Road",Kshitij,3,1,1 Covered,Freehold,,,
136987,3 BHK Ready to Occupy Flat for sale in Rama Apartment Dwarka Sector 11,"Creatively planned and constructed is a 3 BHK flat for sale in Dwarka Sector 11, New Delhi. It enjoys an excellent location within the Rama Apartment. Your search ends here, because this flat for resale is among the best bargains in town. The ready to move flat in Dwarka Sector 11 is all ready for sale at a low-priced budget of INR 1.78 Cr. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities.",1.78 Cr ,12714.0,new-delhi,1300 sqft,Ready to Move,6 out of 7,Resale,Semi-Furnished,,Main Road,Rama Apartment,2,3,"1 Covered,",Freehold,,,
141477,2 BHK Ready to Occupy Flat for sale in Aadarsh Apartment Dwarka Sector 3,"Dwarka Sector 3, New Delhi has an appealing 2 BHK flat for sale with various amenities. Ideally situated in the Aadarsh Apartment township it enjoys a prime location. This flat for resale has a desirable location. This ready to move flat in Dwarka Sector 3 can be taken at a very economical pricing of INR 75 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. The prime landmarks near this property are orp dwarka sec 5..",75 Lac ,7895.0,new-delhi,850 sqft,Ready to Move,1 out of 4,Resale,Semi-Furnished,East,Main Road,Aadarsh Apartment,2,2,2 Open,Freehold,,,
117804,"4 BHK Ready to Occupy Flat for sale Geetanjali Enclave, Malviya Nagar","One can find this stunning 4 BHK flat for sale in Geetanjali Enclave, New Delhi. This apartment for resale is a great choice. This apartment in one of the significant areas of Geetanjali Enclave is ready to move, and can be purchased at the best price of INR 6.95 Cr. The flat is semi-furnished and makes for an ideal choice for any family. The property is constructed with proximity to major landmarks like deshbandhu collage.",6.95 Cr ,26731.0,new-delhi,2200 sqft,Ready to Move,3 out of 4,Resale,Semi-Furnished,East,Garden/Park,,4,3,"2 Covered,",Freehold,,,
109117,"2 BHK Ready to Occupy Flat for sale in Siddha Town Chinar Park, Rajarhat","Multistorey apartment is available for sale. It has covered area of 850 sq-ft, it is a good location property. Please contact for more details.",34 Lac ,4000.0,kolkata,780 sqft,Ready to Move,2 out of 4,Resale,Semi-Furnished,,,Siddha Town,2,2,,,,,
50650,2 BHK Ready to Occupy Flat for sale in Puri Emerald Bay Sector 104,"Up for immediate sale is a 2 BHK apartment in Sector 104, Gurgaon. Don't miss this bargain flat for sale. It is housed in the well-planned Puri Emerald Bay township in an advantageous location. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! Located in Sector 104, this ready to move apartment is sold at a fair selling price of INR 1.30 Cr. The flat is semi-furnished and is suitable for any family size. Prominent landmarks in and around this locality are near dps school.",1.30 Cr ,8387.0,gurgaon,950 sqft,Ready to Move,16 out of 29,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",Puri Emerald Bay,2,4,1 Covered,Freehold,,,
145808,2 BHK Ready to Occupy Flat for sale in Destination Memoir Chikhali Pimpri Chinchwad,"This lovely 2 BHK Flat in Chikhali, Pune is up for sale. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Destination Memoir. This flat for resale is a choice property. In Chikhali, this ready to move flat is available at an attractive price of INR 39 Lac. The flat is unfurnished and makes for an ideal choice for any family.",39 Lac ,5138.0,pune,,Ready to Move,12 out of 12,Resale,Unfurnished,East,"Garden/Park, Main Road",Destination Memoir,2,,1 Covered,Freehold,759 sqft,,
185441,2 BHK Ready to Occupy Flat for sale Madhurawada,"This ready to move-in 2 BHK flat is available for sale at the premium Madhurwada in Visakhapatnam. This apartment is a property of choice for resale. This apartment in one of the significant areas of Madhurwada is ready to move, and can be purchased at the best price of INR 93 Lac. You will find it furnished.",93 Lac ,10043.0,visakhapatnam,,Ready to Move,3 out of 21,Resale,Furnished,,,,2,,,,926 sqft,,
131171,4 BHK Ready to Occupy Flat for sale in Hamdam Apartment Dwarka Sector 18,"4 BHK flat available for sale in New Delhi in the prime location of Dwarka Sector 18. Enjoying a prime location, this property is housed in the Hamdam Apartment society. This flat all equipped with required facilities, is up for resale. In Dwarka Sector 18, this ready to move flat is available at an attractive price of INR 2.68 Cr. This premium semi-furnished flat spells quality and comfort at a competitive price. Prominent landmarks in and around this locality are venkateshwar hospital.",2.68 Cr ,12182.0,new-delhi,1950 sqft,Ready to Move,8 out of 10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Hamdam Apartment,3,4,"1 Covered,",Freehold,,,
73986,"3 BHK Ready to Occupy Flat for sale in Lansum Eden Gardens CMC Enclave, Kondapur","This ready to move-in 3 BHK flat is available for sale at the premium CMC Enclave in Hyderabad. The property is ideally located in a strategic location in Lansum Eden Gardens township. This flat for sale is just the type of property you have been searching for! This ready to move flat is offered at an economical price of INR 1.58 Cr. Its possession date is Mar '23. The spacious apartment is unfurnished. The flat is easily approachable because it is near to masjid banda, cmc enclave, kondapur,hyderabad, telangana 500084..",1.58 Cr ,8999.0,hyderabad,1323 sqft,Ready to Move,1 out of 10,New Property,Unfurnished,East,"Garden/Park, Main Road",,3,1,"2 Covered,",Freehold,,,
118739,"1 BHK Ready to Occupy Flat for sale in RWA Khirki Ext Khirki extension, Malviya Nagar","This attractive 1 BHK apartment can be found for sale in Khirki extension, New Delhi. Ideally situated in the Rwa Khirki Ext township it enjoys a prime location. This is one of the best properties available for resale. This ready to move flat in Khirki extension can be availed at a reasonable price of INR 25 Lac. Available in semi-furnished state, this flat is a great buy. Significant landmarks in its proximity are near khan juice corner, krishna mandir.",Call for Price,,new-delhi,,Ready to Move,2 out of 4,Resale,Semi-Furnished,North,,RWA Khirki Ext,1,1,,Freehold,494 sqft,,
144362,3 BHK Ready to Occupy Flat for sale in F Residences New Kalyani Nagar,"New Kalyani Nagar, Pune has an attractive 3 BHK Flat for sale. It is housed in the well-planned F Residences township in an advantageous location. Your hunt for the perfect apartment for resale comes to an end here. You can buy this ready to move flat in New Kalyani Nagar at a reasonable price of INR 1.32 Cr. The flat is unfurnished and makes for an ideal choice for any family. near st arnolds school are some of the key nearby landmarks.",1.32 Cr ,9231.0,pune,1050 sqft,Ready to Move,3 out of 20,Resale,Unfurnished,East,Garden/Park,F Residences,2,2,1 Covered,Freehold,,,
161671,1 BHK Ready to Occupy Flat for sale Yamuna Expressway,"Yamuna Expressway, Greater Noida has an attractive 1 BHK Flat for sale. This flat for sale is just the type of property you have been searching for! This ready to move flat located in Yamuna Expressway is available for purchase at a fair price of INR 10 Lac. The flat is sold in unfurnished condition.",10 Lac ,3097.0,greater-noida,,Ready to Move,1 out of 4,New Property,Unfurnished,,,,1,,,Freehold,30 sqm,,
105245,2 BHK Ready to Occupy Flat for sale Nayabad,"2 BHK, Multistorey Apartment is available for Sale in Nayabad, Kolkata for 25.0 Lac(s)",25 Lac ,,kolkata,750 sqft,Ready to Move,Ground out of 2,Resale,Unfurnished,,,,2,1,,,,,
121407,2 BHK Ready to Occupy Flat for sale in Aadarsh Apartment Dwarka Sector 3,"Dwarka Sector 3, New Delhi has an appealing 2 BHK flat for sale with various amenities. Ideally situated in the Aadarsh Apartment township it enjoys a prime location. This flat for resale has a desirable location. This ready to move flat in Dwarka Sector 3 can be taken at a very economical pricing of INR 75 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. The prime landmarks near this property are orp dwarka sec 5..",75 Lac ,7895.0,new-delhi,850 sqft,Ready to Move,1 out of 4,Resale,Semi-Furnished,East,Main Road,Aadarsh Apartment,2,2,2 Open,Freehold,,,
1424,2 BHK Ready to Occupy Flat for sale in Jayram Residency Wathoda,"This attractive 2 BHK apartment can be found for sale in Wathoda, Nagpur. Situated in the Jayram Residency township, it has a prime location. This flat for resale is a choice property. This ready to move flat located in Wathoda is available for purchase at a fair price of INR 55 Lac. This contemporary apartment is unfurnished. Landmarks near the apartment include swami narayan mandir.",55 Lac ,,nagpur,1140 sqft,Ready to Move,6 out of 6,Resale,Unfurnished,,,Jayram Residency,2,1,,,,,
35106,2 BHK Ready to Occupy Flat for sale in Vishal Nest Bellary Road,"Have a look at this immaculate 2 BHK flat for sale in Bellary Road, Bangalore. It is in a prime location within the Vishal Nest. This flat for resale has a desirable location. This ready to move flat in Bellary Road comes at an affordable price of INR 78 Lac. The flat is sold in unfurnished condition. Some of the landmarks in the vicinity include phoenix mall of asia, reliance fresh, trends, shoba super market, etc..",78 Lac ,6650.0,bangalore,,Ready to Move,Ground out of 4,Resale,Unfurnished,East,Main Road,,2,2,,Freehold,1173 sqft,,
44603,3 BHK Ready to Occupy Flat for sale in Symphony Padur,"This beautiful 3 BHK Flat is available for sale in Padur, Chennai. Located in the Symphony township, the flat enjoys access to the prime spots in the city. Your search ends here, because this flat for resale is among the best bargains in town. In Padur, this ready to move flat is available at an attractive price of INR 72 Lac. It is a furnished apartment.",72 Lac ,5687.0,chennai,,Ready to Move,13 out of 13,Resale,Furnished,West,"Garden/Park, Pool",,3,2,,,1266 sqft,,
23279,2 BHK Ready to Occupy Flat for sale Block 1st HRBR Layout,"Creatively planned and constructed is a 2 BHK flat for sale in HRBR Layout Block 1, Bangalore. This flat for resale is the perfect property for you! In HRBR Layout Block 1, this ready to move flat is available at an attractive price of INR 72 Lac. It is unfurnished to accommodate your needs. near banaswadi sub register office are some major landmarks near the apartment.",72 Lac ,6729.0,bangalore,,Ready to Move,1 out of 4,Resale,Unfurnished,North,Garden/Park,,2,1,,Freehold,1070 sqft,,
56488,3 BHK Ready to Occupy Flat for sale in DLF Skycourt Badha,"This lovely 3 BHK Flat in Badha, Gurgaon is up for sale. Ideally situated in the Dlf Skycourt township it enjoys a prime location. This apartment is a property of choice for resale. This ready to move property in Badha is readily available within an affordable cost of INR 1.55 Cr. Available in semi-furnished state, this flat is a great buy. st. xavier school , holliday inn are some of the key nearby landmarks.",1.55 Cr ,8031.0,gurgaon,1550 sqft,Ready to Move,5 out of 20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",DLF Skycourt,3,2,"1 Covered,",Freehold,,,
31859,2 BHK Ready to Occupy Flat for sale Block 1st HRBR Layout,"Creatively planned and constructed is a 2 BHK flat for sale in HRBR Layout Block 1, Bangalore. This flat for resale is the perfect property for you! In HRBR Layout Block 1, this ready to move flat is available at an attractive price of INR 72 Lac. It is unfurnished to accommodate your needs. near banaswadi sub register office are some major landmarks near the apartment.",72 Lac ,6729.0,bangalore,,Ready to Move,1 out of 4,Resale,Unfurnished,North,Garden/Park,,2,1,,Freehold,1070 sqft,,
114304,2 BHK Ready to Occupy Flat for sale Jogeshwari West,"One can find this stunning 2 BHK flat for sale in Jogeshwari West, Mumbai. This apartment for resale is a great choice. The ready to move flat in the prime area of Jogeshwari West is available at a reasonable price of INR 2 Cr. The spacious apartment is unfurnished. The prime landmarks near this property are opposite to jogeshwari west railway station.",2 Cr ,21053.0,mumbai,800 sqft,Ready to Move,4 out of 18,Resale,Unfurnished,North,Main Road,,2,1,1 Covered,Freehold,,,
22689,2 BHK Ready to Occupy Flat for sale in Pragathi Amber Ananth Nagar,"This attractive 2 BHK apartment can be found for sale in Ananth Nagar, Bangalore. Enjoying a prime location, this property is housed in the Pragathi Amber society. Invest your valuable money in this flat that is for resale. Located in Ananth Nagar, this ready to move apartment is sold at a fair selling price of INR 64 Lac. The possession date - when flat is given to the buyer - for this property is Jun '23. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",64 Lac ,5246.0,bangalore,805 sqft,Ready to Move,9 out of 15,Resale,Unfurnished,North,Garden/Park,,2,1,1 Covered,Freehold,,,
23354,2 BHK Ready to Occupy Flat for sale in Suvrith Sadan Kengeri,"This magnificent 2 BHK Flat is available for sale in Kengeri, Bangalore. Strategically situated in the Suvrith Sadan site, it is placed at a prime location. This flat for sale is a choice property. This apartment ready to move in the Kengeri is available for an attractive price of INR 58 Lac. The flat is sold in unfurnished condition.",58 Lac ,5472.0,bangalore,,Ready to Move,2 out of 4,New Property,Unfurnished,,,,2,,,,1060 sqft,,
139664,"3 BHK Ready to Occupy Flat for sale Devli, Sangam Vihar",This ready to move-in 3 BHK flat is available for sale at the premium Devli in New Delhi. Your hunt for the perfect apartment for resale comes to an end here. This apartment ready to move in the Devli is available for an attractive price of INR 60 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. Some of the landmarks in the vicinity include near rising star public school.,60 Lac ,5000.0,new-delhi,900 sqft,Ready to Move,3 out of 4,Resale,Semi-Furnished,North - West,Garden/Park,,2,2,1 Covered,Freehold,,,
15988,3 BHK Ready to Occupy Flat for sale in Windsor Zenith Cox Town,"Creatively planned and constructed is a 3 BHK flat for sale in Cox Town, Bangalore. Ideally situated in the Windsor Zenith township it enjoys a prime location. This flat is an attractive property for resale. This apartment in one of the significant areas of Cox Town is ready to move, and can be purchased at the best price of INR 2.35 Cr. Available in furnished state, this flat is a great buy.",2.35 Cr ,11750.0,bangalore,,Ready to Move,2 out of 4,Resale,Furnished,South,,,3,4,,Freehold,2000 sqft,,
84024,3 BHK Ready to Occupy Flat for sale in UDB Orchid Ajmer Road,"This lovely 3 BHK Flat in Ajmer Road, Jaipur is up for sale. It is in a prime location within the Udb Orchid. This flat is an attractive property for sale. This apartment ready to move in the Ajmer Road is available for an attractive price of INR 41.5 Lac. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities.",41.5 Lac ,2918.0,jaipur,,Ready to Move,,New Property,Semi-Furnished,,,UDB Orchid,3,,,,1422 sqft,,
64324,"4 BHK Ready to Occupy Flat for sale in Piedmont Taksila heights Sector 37C, Delhi Gurgaon Expressway","Carefully laid out in the prime location of Sector 37C in Gurgaon, this spacious 4 BHK flat on sale is a meticulously planned project. This flat is situated in the Piedmont Taksila Heights township and is equipped with premium facilities. This is a desirable apartment for resale. This ready to move flat in Sector 37C can be taken at a very economical pricing of INR 1.26 Cr. The flat is available in unfurnished condition. The flat is easily approachable because it is near to nearby schools, hospitals, market, fuel station, mall, atm, bus terminal, etc..",1.26 Cr ,6522.0,gurgaon,,Ready to Move,14 out of 15,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Piedmont Taksila heights,4,3,,Freehold,1932 sqft,,
39762,2 BHK Ready to Occupy Flat for sale in Chaitanya Sunnyvale Ayanavaram,"Creatively planned and constructed is a 2 BHK flat for sale in Ayanavaram, Chennai. This flat is situated in the Chaitanya Sunnyvale township and is equipped with premium facilities. This flat all equipped with required facilities, is up for resale. Available at a reasonable selling price of INR 80 Lac, this ready to move apartment in Ayanavaram is a great buy. This immaculate flat boasts of coming in furnished form which takes the entire deal to the next level.",80 Lac ,7569.0,chennai,,Ready to Move,4 out of 15,Resale,Furnished,,,,2,,,,1057 sqft,,
72949,"2 BHK Ready to Occupy Flat for sale in APHB Singapore Township Ghatkesar, NH 2 2","This lovely 2 BHK Flat in Ghatkesar, Hyderabad is up for sale. It enjoys an excellent location within the Aphb Singapore Township. This flat all equipped with required facilities, is up for resale. This ready to move flat is offered at an economical price of INR 46 Lac. It is semi-furnished to accommodate your needs.",Call for Price,,hyderabad,1136 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,,,,2,1,,,,,
163614,3 BHK Ready to Occupy Flat for sale in Vihaan Vista Sector 1 Greater Noida West,"Up for immediate sale is a 3 BHK apartment in Sector 1 Greater Noida West, Greater Noida. Don't miss this bargain flat for sale. Strategically situated in the Vihaan Vista site, it is placed at a prime location. This premium flat is available for sale at an unbelievable price, so, grab it before it's gone! The ready to move flat in the prime area of Sector 1 Greater Noida West is available at a reasonable price of INR 37 Lac. The apartment is semi-furnished. Some of the landmarks in the vicinity include good area ,good connectivity of transportation,near market,near school.",37 Lac ,3149.0,greater-noida,975 sqft,Ready to Move,3 out of 4,New Property,Semi-Furnished,North - East,Main Road,Vihaan Vista,2,2,1 Covered,Freehold,,,
32028,2 BHK Ready to Occupy Flat for sale in Santhosh Paradise Sahakar Nagar,"This exquisite 2 BHK Flat is offered for sale in Sahakara Nagar, Bangalore. This flat is situated within the renown township of Santhosh Paradise. This flat for resale is a choice property. This ready to move flat in Sahakara Nagar comes at an affordable price of INR 85 Lac. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities.",85 Lac ,7456.0,bangalore,,Ready to Move,3 out of 4,Resale,Semi-Furnished,,,,2,,,,1140 sqft,,
175384,3 BHK Ready to Occupy Flat for sale Namkum,"This exquisite 3 BHK Flat is offered for sale in Namkum, Ranchi. This is a desirable apartment for resale. The ready to move flat in the prime area of Namkum is available at a reasonable price of INR 55 Lac. This premium semi-furnished flat spells quality and comfort at a competitive price. Prominent landmarks in and around this locality are this property is close to bank, market, school and hospital..",55 Lac ,3667.0,ranchi,1200 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,North - East,,,2,3,"1 Covered,",Freehold,,,
4950,1 BHK Ready to Occupy Flat for sale in Godrej Vanaangan Jagatpur,"Creatively planned and constructed is a 1 BHK flat for sale in Jagatpur, Ahmedabad. It is based at Godrej Vanaangan complex, that occupies a prominent place in the locality. This is one of the best properties available for sale. This ready to move flat located in Jagatpur is available for purchase at a fair price of INR 22.4 Lac. The homebuyer should know the possession date of this flat is Aug '23. It is a unfurnished apartment. Prominent landmarks in and around this locality are near s g highway.",22.4 Lac ,3400.0,ahmedabad,358 sqft,Ready to Move,5 out of 14,New Property,Unfurnished,North - East,Main Road,Godrej Vanaangan,1,,1 Covered,Freehold,,,
154195,3 BHK Ready to Occupy Flat for sale Vennalla,"This gorgeous 3 BHK Flat is available for sale in Vennalla, Ernakulam. This is one of the best properties available for resale. This ready to move flat in Vennalla is available for a reasonable price of INR 80 Lac. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities.",80 Lac ,5861.0,ernakulam,,Ready to Move,7 out of 11,Resale,Unfurnished,,,,3,3,,,1365 sqft,,
103866,2 BHK Ready to Occupy Flat for sale Maheshtala,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,22 Lac ,3090.0,kolkata,,Ready to Move,11 out of 14,Resale,Semi-Furnished,,,,2,1,,,712 sqft,,
79813,4 BHK Ready to Occupy Flat for sale Kakatiya Hills Vasanth Nagar Colony,"This gorgeous 4 BHK Flat is available for sale in Kakatiya Hills, Hyderabad. This flat for sale is a choice property. This ready to move flat in Kakatiya Hills comes at an affordable price of INR 3.98 Cr. This leading project is ready for possession as of Jun '23. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities. oakridge school, yashoda hospitals, durgam cheruvu recreation park are some major landmarks near the apartment.",3.98 Cr ,11056.0,hyderabad,3600 sqft,Ready to Move,3 out of 4,New Property,Semi-Furnished,North,Garden/Park,,4,1,2 Covered,Freehold,,,
32594,2 BHK Ready to Occupy Flat for sale in Suvrith Sadan Kengeri,"This magnificent 2 BHK Flat is available for sale in Kengeri, Bangalore. Strategically situated in the Suvrith Sadan site, it is placed at a prime location. This flat for sale is a choice property. This apartment ready to move in the Kengeri is available for an attractive price of INR 58 Lac. The flat is sold in unfurnished condition.",58 Lac ,5472.0,bangalore,,Ready to Move,2 out of 4,New Property,Unfurnished,,,,2,,,,1060 sqft,,
87832,3 BHK Ready to Occupy Flat for sale in Akshat Nilay Civil Lines,"Civil Lines, Jaipur has an attractive 3 BHK Flat for sale. Enjoying a prime location, this property is housed in the Akshat Nilay society. This flat for resale is a choice property. You can buy this ready to move flat in Civil Lines at a reasonable price of INR 1.45 Cr. The spacious apartment is semi-furnished. Some neighbouring landmarks are near bais godown.",Call for Price,,jaipur,,Ready to Move,2 out of 8,Resale,Semi-Furnished,North,Main Road,Akshat Nilay,3,3,1 Covered,Freehold,1990 sqft,,
130965,2 BHK Ready to Occupy Flat for sale Laxmi Nagar,"This lovely 2 BHK Flat in Laxmi Nagar, New Delhi is up for sale. This flat all equipped with required facilities, is up for resale. This ready to move flat located in Laxmi Nagar is available for purchase at a fair price of INR 30 Lac. The flat is semi-furnished and makes for an ideal choice for any family. Prominent landmarks in and around this locality are delhi convert school.",30 Lac ,6000.0,new-delhi,400 sqft,Ready to Move,2 out of 3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",,1,1,1 Open,Freehold,,,
29551,3 BHK Ready to Occupy Flat for sale Hennur Main Road,"Have a look at this immaculate 3 BHK flat for sale in Hennur Main Road, Bangalore. This is one of the best properties available for resale. This apartment in one of the significant areas of Hennur Main Road is ready to move, and can be purchased at the best price of INR 60 Lac. The spacious apartment is semi-furnished. The flat is in close proximity to prominent landmarks like carbon canopy appartment byrathi kshbs layout.",60 Lac ,4000.0,bangalore,,Ready to Move,3 out of 5,Resale,Semi-Furnished,East,Main Road,,3,3,"1 Covered,",Freehold,1500 sqft,,
13145,2 BHK Ready to Occupy Flat for sale in Sambhavnath Upvan Chandkheda,"This attractive 2 BHK apartment can be found for sale in Chandkheda, Ahmedabad. This flat is situated within the renown township of Sambhavnath Upvan. This flat is available as a resale property. This ready to move flat located in Chandkheda is available for purchase at a fair price of INR 37 Lac. The apartment is unfurnished.",37 Lac ,3364.0,ahmedabad,,Ready to Move,1 out of 7,Resale,Unfurnished,,,Sambhavnath Upvan,2,,,,1100 sqft,,
